Episode,Reward,Action,Best_Score,x,y,z
92,222.1978496911057,"[0.4981473112658266, -0.3369895692465167, 0.31999630296528303, -0.26207419735919296]",484.12298591412247,0.09574091001460341,3.2479584051580366,0.0
93,476.305779196958,"[899.8161409264758, 899.6887598435518, -0.25889132425021094, 899.722720261792]",484.12298591412247,-4.197689860134235,5.566571271974727,42.65800865768468
94,325.51875245681333,"[900.3093419648463, 899.7871481647932, 0.06519379292161098, -0.05812945839489092]",484.12298591412247,4.2570738990158485,0.25249873601007095,0.0
95,257.18711106616945,"[900.2109537820174, 900.1771967060009, 0.5043114858085644, 0.26832132469521064]",484.12298591412247,3.1836115592870255,2.988957119576363,0.0
96,279.68224307913954,"[900.0102860384773, 900.2405215196575, -0.061406759756864104, 0.3122347972012902]",484.12298591412247,4.820186665888366,4.594460836096873,0.0
97,206.01113777151,"[899.871545121867, 899.5226073397199, -0.02058520355113473, -0.010994984558266419]",484.12298591412247,6.273842537581353,10.120788783905226,0.0
98,195.0640501437532,"[899.9752113550325, 900.2469265441459, 0.07467779679505751, 899.598921743028]",484.12298591412247,-1.8655768716538235,15.479653038781606,0.0
99,284.7780839328858,"[900.302334430094, 900.165601878384, -0.3514980256395136, 900.2777202926799]",484.12298591412247,-0.7110113131664435,9.774253373819867,0.0
100,282.0963811502718,"[900.5318273820508, -0.32936220554265644, -0.1327592485095332, -0.4965542424699978]",484.12298591412247,-5.381307776264997,4.327347785379654,0.0
101,243.95308172002066,"[900.4657761532806, 899.9943129739682, -0.09065739987833843, 900.1474283562468]",484.12298591412247,12.029628910145615,9.101918321456271,0.0
102,352.04391681848955,"[900.3066190839174, 900.5962280256557, 0.36519034669520234, 899.4320909579542]",484.12298591412247,-1.5234853840002438,2.5095401918475004,0.0
103,236.96042997910598,"[899.9194544090852, 0.11665840228272373, 0.5693819911600465, -0.08891342820409875]",484.12298591412247,-14.038829115817334,3.9770844824910228,0.0
104,290.9337128510696,"[899.2648035264152, 900.6977828856169, 0.2865779062343581, 900.2803265818778]",484.12298591412247,13.254054598412742,18.189337906815442,0.0
105,296.85971804969176,"[900.2892132645916, 0.008429712239125989, -0.042775893898213846, -0.1708876109838551]",484.12298591412247,-9.182353594001468,3.0072455388710697,0.0
106,277.42558294236693,"[900.1537579302967, 899.6216066929042, 0.4989208218582504, 0.697380897547291]",484.12298591412247,-0.18042689226561429,2.8090196714734113,0.0
107,277.50308080277887,"[899.7883746861073, 899.559247168271, 0.07756391402458207, 900.1163825957606]",484.12298591412247,-0.6407664256389968,2.896893764064485,0.0
108,279.52492094052155,"[899.7616704824206, 900.6015216800745, -0.12344401957418705, -0.3431406348820704]",484.12298591412247,10.907794453815534,2.7845037214199695,0.0
109,259.6626268307369,"[900.2983418580254, 899.9790610565728, -0.27808568658004273, -0.36576156256436443]",484.12298591412247,-8.467092998706713,2.593957385607073,0.0
110,279.3988915474529,"[899.4232551655117, 0.3693765031545284, -0.32309353761571286, -0.09246751662881167]",484.12298591412247,10.976978310011235,3.078661867828173,0.0
111,277.4477927262118,"[900.1816842472714, 900.7714442552711, 0.7196312687878657, 899.6457022995024]",484.12298591412247,-1.70520774125915,2.913040995145217,0.0
112,314.595452458143,"[900.366200135544, 900.3463620916788, 0.17054096367939298, 0.7933441595756183]",484.12298591412247,-3.683773780513068,13.40824949946435,0.0
113,277.5380112964415,"[899.9466584137944, 900.593122089891, 0.0924006762679479, 899.7096534780599]",484.12298591412247,-0.35772819014073653,2.9511041805360687,0.0
114,277.4620135803011,"[900.6948295463391, 899.8958376797794, 0.6866248117208511, 900.2206435773047]",484.12298591412247,-0.946104045734065,2.962265982728219,0.0
115,259.626104539992,"[900.265318046008, 899.2685478111246, -0.4662640619204123, 0.4727539247660498]",484.12298591412247,8.29095765310309,2.935634736912562,0.0
116,299.66284565041775,"[900.5967979898215, -0.2260693802598555, -0.21811659103674585, -0.10525370264343788]",484.12298591412247,8.063647717636364,2.845411751194373,0.0
117,299.81735112921336,"[-0.2850441628136644, 132.13731879503587, 0.1390020380967411, -0.15199466712866982]",484.12298591412247,-7.8591133959656885,2.0398768615979086,0.0
118,324.24306012042746,"[899.8801865221953, 899.549158190004, 0.5749341334486842, 0.10861444035604878]",484.12298591412247,-24.551879397935945,0.007502670315083732,93.29368080524067
119,321.53827577510805,"[-0.7787833034309545, 0.45575238897949344, -0.326510479303551, 0.016186619089875905]",484.12298591412247,-52.08523487412729,0.2523571909648427,69.35202961656631
120,212.84244097991552,"[-0.317292168977683, 899.3867728779361, 0.2907935318470368, -0.030747812337972774]",484.12298591412247,-1.979658563380951,0.8311583343354488,0.0
121,330.80294889235813,"[2.471894227123243, 899.6105350181315, -0.23818475413434054, 0.09035210195186655]",484.12298591412247,-2.7080513801199246,6.332062851516407,0.0
122,231.068331253821,"[901.037202176525, 0.0024391875351130743, -0.4050685473984386, -0.051267598298613715]",484.12298591412247,-1.829444355032396,-3.0888149236609174e-05,0.0
123,356.28683536662317,"[900.0628613639515, -0.6527814624494298, -0.41265353232580093, -0.2842129253952183]",484.12298591412247,-3.295063635738564,1.8084223225502687,0.0
124,227.21907147256132,"[0.5701616469341093, 0.266223184259433, 0.03948322377299526, -0.06446395682559435]",484.12298591412247,-4.236314564097988,-0.6908941192777768,0.0
125,231.41672058912732,"[895.8381757471317, 0.025017537452290184, -0.09573770464733644, 0.504849912340898]",484.12298591412247,-3.1515133174799037,1.3760330828166725,0.0
126,307.90253553329546,"[899.9266095082305, 900.7487794430918, 0.2754882190528013, 9.09186121711654]",484.12298591412247,-0.04885791393183207,-2.831706922287316,0.0
127,302.06243122515986,"[0.3603161697269778, 0.23705300559653714, -0.1890122070288643, 0.3193322626941376]",484.12298591412247,-3.903670574361505,0.5190843298035828,0.0
128,231.8169275781671,"[-0.023990859838169454, 0.1250708916143644, -0.14969872096951878, 0.2692596314828024]",484.12298591412247,-7.114248764247856,-3.7965340239527623,0.0
129,206.40044250758763,"[0.18763680276696024, 0.34520013744816613, 0.16991446187084502, -0.3771034070583843]",484.12298591412247,-13.46369115282014,-0.5286147424956409,0.0
130,213.50644814342616,"[899.622195225923, 0.30229807237285394, 0.230748812586813, 900.4481671244929]",484.12298591412247,5.5876801603016775,-0.05868783728687513,0.0
131,246.4805950684754,"[0.10359499433016307, 899.8767328126731, 0.11239349897593931, 0.9347584224232967]",484.12298591412247,0.20758728658970863,-2.14832041648003,0.0
132,321.3472751566173,"[900.0849810509566, 0.10178641896684824, 0.0596698678412203, 899.6748873890411]",484.12298591412247,15.168023051602113,1.1907279675200801,0.0
133,357.1147217254067,"[0.6444484401369333, 0.10227998664731675, -0.23460094392560182, 0.5367775393280197]",484.12298591412247,-3.7128531160229135,2.3404938593595324,0.0
134,480.39500677464184,"[0.1471671098029497, 0.000574126600523972, -0.16681825939541162, -0.08979190725121852]",484.12298591412247,-6.210538345379616,1.848103615419585,10.820207559041465
135,277.1975976044944,"[-0.10566693557334092, 0.05065381763258747, 0.5107867642782532, 0.1455808533965236]",484.12298591412247,-4.836951531841295,1.8167532968895173,0.0
136,277.23310954481104,"[0.6276073757349335, -0.7050922092056708, -0.17822092507465262, -0.15544761853474962]",484.12298591412247,-4.615789572591821,2.9508500562864306,0.0
137,294.6392313560575,"[0.14256366042226362, 0.35475041417392034, -0.2773510681445473, 0.5619570726118192]",484.12298591412247,-2.2927664538710055,0.818715307252279,0.0
138,297.4713491010561,"[0.3218142432278222, 900.0908116796624, -0.5524049911524083, 899.1893201312505]",484.12298591412247,0.9088521734667614,1.7405123810504508,0.0
139,370.2565579881741,"[900.2876088787647, -0.13507828120447135, -0.08493380686641641, -0.5672255855387319]",484.12298591412247,-3.7501124852752796,-2.075836032090968,0.0
140,335.64289663882164,"[0.36244435530455077, 0.2664125845931654, 0.622634298092741, 0.23900302730881504]",484.12298591412247,-8.866247439400516,7.473839358987717,0.0
141,251.95137249812606,"[-0.476060088902439, -0.33585850596413147, 0.1987319542152004, 0.7586861279736602]",484.12298591412247,0.8885954511684666,-1.1235334780537514,0.0
142,300.14914487202526,"[899.932362839156, 899.8728299831432, 899.6169174966495, -0.19813125166293338]",484.12298591412247,2.4404950015001785,4.425813944118356,0.0
143,247.43526668380187,"[0.4971900816350871, 899.8493210175035, 900.4415374749684, 0.16123626148279238]",484.12298591412247,-1.6702069866221232,21.76227825603146,0.0
144,232.59462295117447,"[899.4820041616562, 0.6434335007080362, -0.4051811747322379, -0.44504393279455934]",484.12298591412247,13.626843827321858,3.3301588521611984,0.0
145,263.4126200710549,"[0.04656138380144144, 0.7588786009315046, -0.5804701016018493, 1.404294477175059]",484.12298591412247,-13.193741157877138,-0.8876546735853423,0.0
146,198.298466476734,"[-0.07016021433641394, 0.6516980898416722, -0.11537250952565578, 0.1785561218632101]",484.12298591412247,1.3348448484784323,1.4505028738751564,0.0
147,331.6904234708488,"[-0.049047454365134996, -0.412380199172945, 900.811618288107, 900.2871653799743]",484.12298591412247,-3.6294072335714884,2.558184589877278,61.27913170567107
148,216.61838700701253,"[0.2144768694628137, -0.40802816918922946, -0.31272653822989704, -0.3322912333782384]",484.12298591412247,-25.12377414420392,2.472043268524882,0.0
149,240.12935659739412,"[40.30684851520799, 900.0380448755319, 899.8844520732569, 899.3949738603397]",484.12298591412247,-6.108057008859266,-24.798801851412936,0.0
150,337.8347827146365,"[-1.0019383569285853, 0.16744146701067156, -0.33395895047828783, 0.3080722798823272]",484.12298591412247,-4.585244827426988,4.839291002321171,0.0
151,321.1485172797014,"[-0.21542472583776587, 0.5371359349167171, -0.015019014661288271, -0.5238374670704657]",484.12298591412247,-66.0643108086368,4.891887488626892,0.0
152,234.9350921867569,"[0.06916364235881012, -0.49417276729619053, 0.40903392148522777, 0.212025303855405]",484.12298591412247,-14.77831467115075,4.092553773624116,0.0
153,348.34832632951213,"[899.7823505430989, 899.9603085143589, -0.12715837130277985, 0.4648077912522663]",484.12298591412247,-4.775411422130221,10.108720079722225,0.0
154,245.48414947718254,"[900.3750039958135, 0.267737245059012, 0.478980015009637, 0.2599372518566457]",484.12298591412247,6.909948941857865,1.4353257392601277,0.0
155,328.6248013284107,"[-0.37845788328627555, -0.9619172277443021, 0.18152428759172434, 0.12854099967126398]",484.12298591412247,8.17788821032493,7.95632462090647e-05,0.0
156,208.46887230357692,"[0.5011906116604695, 0.18160187541866604, -0.24991499317342145, 0.31539098883845323]",484.12298591412247,5.940804384832486,6.414213643682902e-05,0.0
157,262.8803204132562,"[-0.00771098084106858, 899.4724461596243, 0.3159031921468684, 0.28707795280189674]",484.12298591412247,-0.8516979237764953,-0.0007987286457106866,0.0
158,223.79346228183306,"[0.5044179127465336, -0.05646015501284683, -0.009131943830380379, 0.008912146234297619]",484.12298591412247,-0.14921579952949834,-1.1878948978336568,0.0
159,289.22925160710787,"[-0.6927816200108797, 899.4029432658427, 0.028045071512235273, 0.34465389134738267]",484.12298591412247,-4.141532726248159,-0.4006585615445111,0.0
160,248.9333689438253,"[-0.42099907257563446, 899.2471806129704, 0.28908543827096317, 0.35752987853969476]",484.12298591412247,-1.8956885588103125,-5.551027646077295,0.0
161,204.6355346058291,"[0.40208101019611403, 0.1275139302617468, -0.5556152202499771, 0.5728619820301637]",484.12298591412247,-5.91563920182334,0.3737789334673757,0.0
162,135.6216742446497,"[899.7376417850776, 900.0158919018869, 0.900152929022527, 0.09998891461770201]",484.12298591412247,-3.557420052348268,11.86133209105566,0.0
163,306.30711693071135,"[900.1545866788999, 0.07761285325239253, 0.7868618705162473, 0.3782959667899038]",484.12298591412247,-8.226410497360776,1.3409709573096456,0.0
164,244.20759813926102,"[0.4025015819128453, 1.4689693443129763, 0.06044542974579595, -0.3674058084644772]",484.12298591412247,-3.1720639069947962,0.4678398135973628,0.0
165,240.75356780816003,"[0.016103109968640256, -1.0863305306309234, 0.41527972001267616, 0.09475763816963281]",484.12298591412247,-7.628774784614683,-1.0114439996547098,0.0
166,178.695800219353,"[-0.029516445019816637, -0.4726081946081179, -0.44396638060579957, -0.29649660529339633]",484.12298591412247,1.9683511727107705,4.333653243115865,0.0
167,228.55652355433625,"[899.9909149993696, -0.22191510550598623, 899.819687331883, 0.2994622049348913]",484.12298591412247,-10.718379700738431,12.015430171113799,0.0
168,223.88769421586485,"[-0.5211969270220219, 0.5911238008349743, 850.7635716018941, -0.3859544056246088]",484.12298591412247,-10.320451678760827,1.323379365982385,0.0
169,237.72591600549202,"[-0.035685409515615586, -0.12625544022943785, 900.7577022273572, -0.5533219290725564]",484.12298591412247,-3.3859816338559927,3.7674070098363317,0.0
170,205.46248019123374,"[-0.02573273169463479, 0.5005993289583566, -0.4355770323363912, 0.3443240728774012]",484.12298591412247,1.5478922010098224,-0.738680856074929,0.0
171,242.62120597086118,"[0.06954612001266905, -0.35635931172929963, 0.031729390612170366, 0.42350787457157246]",484.12298591412247,-1.9621189677530078,-3.410677970665857,0.0
172,280.56312988248845,"[0.21689167986477836, 0.7014389629753389, -0.10753397751098331, -0.12868893437267015]",484.12298591412247,-6.2170865259401555,-3.52128572258592,0.0
173,225.00439586771068,"[0.18387013280789888, 0.5388878859013007, -0.17312551354944458, 0.3345895233505074]",484.12298591412247,-13.48445099338235,-0.8568907319002392,0.0
